date, pm25, pm10, o3, no2, so2
2016/2/14, 38, 16, 33, 7, 1
2016/2/15, 37, 8, 28, 13, 1
2016/2/16, 30, 25, 25, 25, 
2016/2/17, 53, 7, 35, 12, 
2016/2/18, 18, 10, 28, 13, 12
2016/2/19, 28, 10, 26, 17, 
2016/2/20, 28, 13, 27, 14, 1
2016/2/21, 39, 63, 25, 20, 1
2016/2/22, 115, 18, 26, 23, 
2016/2/23, 45, 22, 29, 14, 
2016/2/24, 51, 13, 31, 19, 
2016/2/25, 33, 4, 29, 9, 
2016/2/26, 8, 5, 33, 6, 1
2016/2/27, 14, 11, 33, 4, 
2016/2/28, 22, 13, 31, 11, 
2016/2/29, 39, 24, 30, 15, 
2016/3/1, 55, 5, 25, 8, 
2016/3/2, 19, 11, 35, 8, 
2016/3/3, 27, 10, 31, 8, 
2016/3/4, 14, 14, 30, 11, 1
2016/3/5, 34, 7, 30, 7, 
2016/3/6, 19, 9, 31, 6, 
2016/3/7, 13, 9, 30, 9, 
2016/3/8, 20, 13, 29, 12, 
2016/3/9, 18, 16, 33, 8, 
2016/3/10, 26, 16, 30, 13, 
2016/3/11, 31, 16, 32, 19, 1
2016/3/12, 45, 15, 34, 16, 
2016/3/13, 47, 19, 33, 21, 1
2016/3/14, 53, 17, 27, 20, 
2016/3/15, 42, 15, 30, 18, 
2016/3/16, 42, 18, 36, 21, 
2016/3/17, 53, 12, 24, 18, 1
2016/3/18, 29, 9, 29, 13, 
2016/3/19, 15, 4, 28, 15, 
2016/3/20, 20, 5, 26, 16, 
2016/3/21, 15, 10, 31, 9, 
2016/3/22, 24, 10, 33, 9, 
2016/3/23, 20, 18, 36, 9, 
2016/3/24, 49, 13, 33, 14, 
2016/3/25, 33, 9, 27, 7, 
2016/3/26, 20, 16, 28, 12, 
2016/3/27, 33, 16, 31, 7, 
2016/3/28, 31, 14, 33, 12, 1
2016/3/29, 29, 10, 33, 16, 
2016/3/30, 27, 8, 32, 8, 
2016/3/31, 14, 11, 31, 13, 
2015/10/1, 53, 21, 27, 17, 
2015/10/2, 52, 20, 29, 15, 1
2015/10/3, 52, 24, 24, 4, 
2015/10/4, 58, 30, 24, 5, 
2015/10/5, 61, 19, 22, 14, 
2015/10/6, 29, 10, 28, 11, 1
2015/10/7, 15, 9, 28, 11, 
2015/10/8, 14, 18, 26, 18, 1
2015/10/9, 41, 9, 26, 8, 1
2015/10/10, 18, 5, 22, 5, 
2015/10/11, 7, 10, 25, 11, 1
2015/10/12, 16, 10, 19, 11, 
2015/10/13, 21, 12, 26, 17, 
2015/10/14, 28, 19, 27, 24, 
2015/10/15, 47, 27, 1, 39, 
2015/10/16, 65, 16, 30, 6, 
2015/10/18, 22, 7, 21, 11, 1
2015/10/19, 11, 6, 21, 11, 4
2015/10/20, 10, 6, 26, 18, 1
2015/10/21, 22, 14, 27, 24, 1
2015/10/22, 34, 30, 10, 35, 1
2015/10/23, 70, 33, 22, 15, 
2015/10/24, 74, 13, 17, 14, 1
2015/10/25, 34, 10, 26, 14, 
2015/10/26, 23, 11, 25, 20, 
2015/10/27, 26, 14, 28, 14, 
2015/10/28, 26, 11, 29, 11, 
2015/10/29, 12, 11, 27, 10, 
2015/10/30, 21, 7, 34, 13, 
2015/10/31, 9, 10, 24, 13, 
2015/11/1, 20, 6, 27, 12, 
2015/11/2, 11, 20, 25, 19, 1
2015/11/3, 46, 9, 28, 13, 
2015/11/4, 10, 13, 15, 17, 1
2015/11/5, 20, 9, 19, 20, 
2015/11/6, 18, 22, 16, 22, 1
2015/11/7, 48, 16, 25, 14, 1
2015/11/8, 39, 23, 17, 27, 1
2015/11/9, 54, 23, 21, 27, 1
2015/11/10, 57, 30, 17, 27, 1
2015/11/11, 70, 31, 19, 25, 1
2015/11/12, 74, 28, 16, 23, 1
2015/11/13, 72, 27, 20, 22, 
2015/11/14, 66, 21, 20, 17, 1
2015/11/15, 58, 20, 29, 22, 
2015/11/16, 52, 21, 11, 24, 
2015/11/17, 57, 24, 13, 16, 
2015/11/18, 58, 44, 10, 23, 1
2015/11/19, 79, 40, 5, 22, 
2015/11/20, 88, 33, 28, 6, 
2015/11/21, 59, 7, 27, 7, 
2015/11/22, 13, 7, 22, 19, 1
2015/11/23, 11, 21, 19, 24, 
2015/11/24, 52, 9, 27, 9, 
2015/11/25, 13, 20, 30, 9, 
2015/11/26, 36, 10, 21, 9, 
2015/11/27, 22, 10, 21, 9, 
2015/11/28, 18, 15, 19, 17, 
2015/11/29, 47, 11, 17, 28, 1
2015/11/30, 34, 21, 10, 22, 
2015/12/1, 54, 38, 11, 25, 1
2015/12/2, 76, 34, 10, 32, 1
2015/12/3, 77, 35, 9, 27, 2
2015/12/4, 73, 36, 12, 29, 
2015/12/5, 83, 37, 13, 21, 1
2015/12/6, 85, 29, 12, 16, 
2015/12/7, 69, 20, 11, 17, 
2015/12/8, 53, 18, 9, 20, 
2015/12/9, 49, 17, 9, 20, 19
2015/12/10, 43, 16, 11, 18, 1
2015/12/11, 48, 18, 18, 13, 
2015/12/12, 47, 19, 24, 7, 
2015/12/13, 45, 33, 24, 8, 
2015/12/14, 63, 37, 22, 12, 1
2015/12/15, 74, 38, 9, 27, 1
2015/12/16, 84, 52, 14, 19, 1
2015/12/17, 104, 38, 16, 17, 1
2015/12/18, 70, 30, 26, 15, 
2015/12/19, 62, 19, 26, 24, 1
2015/12/20, 35, 20, 5, 23, 
2015/12/21, 57, 7, 11, 11, 1
2015/12/22, 24, 9, 13, 12, 
2015/12/23, 30, 13, 9, 12, 
2015/12/24, 41, 17, 16, 10, 
2015/12/25, 52, 16, 17, 9, 
2015/12/26, 44, 18, 25, 6, 
2015/12/27, 46, 31, 28, 13, 
2015/12/28, 66, 33, 10, 27, 
2015/12/29, 63, 21, 20, 15, 
2015/12/30, 43, , , , 
2016/1/2, 47, 11, 27, 8, 
2016/1/3, 29, 10, 22, 7, 
2015/7/1, 26, 8, 28, 8, 
2015/7/2, 9, 8, 25, 10, 
2015/7/3, 16, 9, 23, 5, 
2015/7/4, 18, 7, 27, 2, 
2015/7/5, 9, 13, 32, 10, 
2015/7/6, 34, 11, 15, 5, 1
2015/7/8, 19, 27, 30, 11, 1
2015/7/9, 55, 20, 28, 7, 
2015/7/10, 40, 8, 24, 4, 
2015/7/11, 13, 12, 29, 3, 
2015/7/12, 35, 17, 29, 7, 
2015/7/13, 44, 20, 29, 10, 
2015/7/14, 54, 21, 23, 8, 
2015/7/15, 57, , 12, 12, 
2015/7/18, 13, 5, 18, 4, 1
2015/7/19, 15, 2, 16, 5, 
2015/7/20, 9, 15, 13, 4, 
2015/7/21, 21, 7, 26, 6, 
2015/7/22, 19, 10, 32, 7, 1
2015/7/23, 18, 9, 24, 6, 
2015/7/24, 32, 12, 34, 4, 
2015/7/25, 23, 10, 26, 2, 1
2015/7/26, 31, 6, 22, 5, 
2015/7/27, 9, 10, 18, 4, 
2015/7/28, 23, 7, 21, 4, 
2015/7/29, 17, 8, 13, 6, 1
2015/7/30, 20, 5, 16, 6, 1
2015/7/31, 10, , , , 
2015/8/4, 40, 8, 29, 7, 
2015/8/5, 24, 7, 26, 7, 1
2015/8/6, 21, 8, 29, 5, 1
2015/8/7, 23, 17, 39, 5, 1
2015/8/8, 43, 23, 61, 10, 1
2015/8/9, 58, 30, 42, 24, 1
2015/8/10, 74, 18, 37, 5, 
2015/8/11, 54, 10, 26, 6, 1
2015/8/12, 25, 9, 24, 5, 2
2015/8/13, 11, 12, 29, 6, 
2015/8/14, 18, 109, , 3, 1
2015/8/15, 6, , , , 
2015/8/17, 16, 13, 26, 5, 
2015/8/18, 32, 15, 27, 10, 
2015/8/19, 43, 24, , 20, 
2015/8/20, 59, , , , 
2015/8/27, 27, 9, 22, 7, 
2015/8/28, 18, 11, 31, 9, 
2015/8/29, 26, 28, 35, 9, 
2015/8/30, 57, 10, 24, 6, 15
2015/8/31, 24, 10, 27, 6, 
2015/9/1, 23, 15, 33, 6, 1
2015/9/2, 33, 14, 31, 6, 
2015/9/3, 21, 14, 31, 6, 
2015/9/4, 27, 13, 34, 7, 1
2015/9/5, 31, 22, 41, 20, 1
2015/9/6, 50, , 47, 16, 
2015/9/7, 56, , 38, 15, 1
2015/9/8, 47, , 29, 14, 1
2015/9/9, 38, , 28, 6, 1
2015/9/10, 23, , 23, 6, 
2015/9/27, 56, 21, 23, 29, 1
2015/9/28, 54, 32, 29, 20, 1
2015/9/29, 67, 26, 32, 22, 
2015/9/30, 54, 21, 37, 17, 
2015/4/1, 52, 16, 31, 19, 
2015/4/2, 49, 18, 41, 14, 
2015/4/3, 54, 21, 33, 17, 1
2015/4/4, 74, 29, 27, 18, 1
2015/4/6, 61, 20, 26, 13, 
2015/4/7, 55, 20, 26, 8, 1
2015/4/8, 51, 8, 26, 10, 
2015/4/9, 27, 10, 30, 10, 
2015/4/10, 34, 10, 35, 8, 
2015/4/11, 38, 10, 33, 5, 
2015/4/12, 36, 24, 34, 13, 
2015/4/13, 62, 40, 35, 12, 
2015/4/14, 80, 21, 26, 18, 
2015/4/15, 56, 19, 35, 16, 
2015/4/16, 54, 15, 31, 13, 
2015/4/17, 36, 12, 33, 8, 1
2015/4/18, 26, 7, 36, 5, 1
2015/4/19, 21, 13, 28, 13, 
2015/4/20, 31, 5, 30, 12, 
2015/4/21, 15, 13, 31, 10, 1
2015/4/22, 38, 10, 30, 13, 3
2015/4/23, 27, 12, 26, 11, 1
2015/4/24, 26, 12, 29, 4, 
2015/4/25, 21, 8, 33, 7, 
2015/4/26, 15, 9, 31, 9, 
2015/4/27, 19, 10, 28, 10, 
2015/4/28, 23, 10, 27, 12, 
2015/4/29, 23, 13, 24, 14, 1
2015/4/30, 39, 9, 24, , 
2015/5/1, 29, 10, 27, , 
2015/5/2, 35, 10, 23, , 
2015/5/3, 21, 13, 29, , 
2015/5/4, 28, 19, 34, 8, 
2015/5/5, 39, 12, 37, 8, 
2015/5/6, 25, 20, 36, 4, 2
2015/5/7, 57, 20, 31, 7, 
2015/5/8, 47, 7, 31, , 
2015/5/9, 19, 10, 35, , 
2015/5/10, 42, 15, 37, 19, 
2015/5/11, 49, 31, 37, 10, 
2015/5/12, 72, 37, 27, 15, 
2015/5/13, 74, 17, 35, 6, 
2015/5/14, 40, 20, 35, 6, 
2015/5/15, 50, 17, 36, 7, 
2015/5/16, 37, 11, 41, 5, 
2015/5/17, 28, 18, 29, 10, 1
2015/5/18, 51, 21, 35, 6, 
2015/5/19, 36, 18, 39, 6, 
2015/5/20, 44, , 28, 7, 
2015/5/25, 46, , 23, 16, 
2015/5/28, 61, 27, 35, 7, 
2015/5/29, 60, , 24, , 
2015/6/3, 27, 19, 32, 14, 
2015/6/4, 49, 17, 29, 10, 
2015/6/5, 46, 18, 42, 10, 1
2015/6/6, 52, , , , 
2015/6/8, 70, 32, 46, 23, 1
2015/6/9, 70, 24, 37, 9, 1
2015/6/10, 60, 20, 37, 9, 
2015/6/11, 43, 12, 36, 11, 
2015/6/12, 27, 13, 33, 5, 
2015/6/13, 22, 10, 32, 7, 
2015/6/14, 19, 8, 37, 9, 
2015/6/15, 20, 17, 37, 9, 
2015/6/16, 42, 15, 42, 13, 
2015/6/17, 42, 20, 49, 14, 
2015/6/18, 46, 22, 52, 18, 
2015/6/19, 55, 19, 63, 13, 
2015/6/20, 59, 32, 37, 8, 
2015/6/21, 67, 21, 34, 7, 
2015/6/22, 52, 11, 28, 6, 
2015/6/23, 19, 9, 27, 6, 1
2015/6/24, 17, 10, 31, 13, 
2015/6/25, 28, 13, 35, 14, 
2015/6/26, 39, 11, 17, 8, 
2015/6/27, 34, 6, 30, 5, 
2015/6/28, 13, 16, 36, 19, 
2015/6/29, 49, 26, 32, 11, 
2015/6/30, 64, 12, 27, 10, 
2015/1/2, 99, 39, 9, 27, 1
2015/1/5, 128, 49, 6, 31, 1
2015/1/6, 68, 28, 11, 42, 1
2015/1/7, 80, 32, 6, 15, 1
2015/1/8, 72, 23, 7, 20, 
2015/1/13, 114, 50, 10, 22, 1
2015/1/15, 34, 13, 25, 11, 
2015/1/16, 25, 12, , , 
2015/1/21, 25, 13, 27, 10, 
2015/1/23, 13, 7, 23, 10, 
2015/1/28, 25, 10, 29, 7, 1
2015/1/29, 9, 3, 21, 12, 
2015/2/2, 27, 10, 55, 21, 1
2015/2/3, 25, 8, 23, 13, 
2015/2/4, 21, 7, 29, 5, 
2015/2/5, 25, 9, 22, 13, 
2015/2/7, 57, 17, 23, 19, 
2015/2/8, 29, 9, 21, 12, 
2015/2/9, 38, 14, 21, 19, 
2015/2/10, 47, 12, 12, 17, 1
2015/2/11, 50, 17, 22, 18, 
2015/2/12, 82, 32, 10, 33, 1
2015/2/13, 87, 35, 22, 23, 
2015/2/14, 38, 15, 27, 11, 
2015/2/15, 43, 17, 29, 7, 
2015/2/16, 22, 7, 29, 10, 1
2015/2/17, 24, 7, 28, 9, 1
2015/2/18, 15, 5, 24, 19, 
2015/2/19, 24, 8, 27, 19, 
2015/2/20, 61, 23, 18, 22, 
2015/2/21, 19, 5, 33, 5, 
2015/2/22, 28, 11, 30, 6, 
2015/2/23, 9, 4, 22, 12, 
2015/2/24, 42, 17, 28, 10, 
2015/2/25, 38, 14, 28, 13, 
2015/2/26, 21, 7, 27, 9, 
2015/2/27, 23, 9, 34, 8, 1
2015/2/28, 37, 13, 23, 9, 
2015/3/1, 27, 10, 29, 10, 
2015/3/2, 20, 8, 18, 20, 1
2015/3/3, 28, 11, 21, 16, 1
2015/3/4, 23, 9, 22, 17, 
2015/3/5, 16, 6, 30, 14, 
2015/3/6, 36, 11, 30, 28, 1
2015/3/7, 57, 18, 32, 13, 
2015/3/8, 68, 26, 40, 12, 1
2015/3/9, 57, 21, 24, 21, 1
2015/3/10, 66, 26, 13, 27, 1
2015/3/11, 59, 26, 21, 20, 1
2015/3/12, 122, 59, 24, 11, 
2015/3/13, 48, 21, 36, 9, 
2015/3/14, 48, 18, 35, 7, 
2015/3/20, 54, 17, 11, 24, 1
2015/3/21, 50, 16, 20, 8, 
2015/3/22, 38, 10, 14, 14, 
2015/3/24, 46, 15, 32, 6, 1
2015/3/25, 39, 15, 34, 5, 
2015/3/26, 39, 13, 24, 9, 1
2015/3/27, 7, 4, 22, 9, 
2015/3/28, 19, 8, 25, 5, 1
2015/3/29, 13, 6, 28, 3, 
2015/3/30, 9, 4, 38, 7, 
2015/3/31, 21, 7, 28, 6, 18
2014/10/1, 44, 20, 35, 16, 
2014/10/2, 55, 23, 32, 17, 1
2014/10/3, 57, 21, 33, 5, 1
2014/10/4, 54, 10, 37, 7, 
2014/10/5, 21, 12, 18, 16, 1
2014/10/6, 33, 18, 16, 10, 
2014/10/7, 27, 13, 16, 7, 1
2014/10/9, 27, 10, 19, 13, 1
2014/10/10, 31, 23, 26, 11, 
2014/10/11, 60, 11, 31, 5, 
2014/10/12, 32, 13, 21, 26, 1
2014/10/13, 40, 15, 23, 18, 1
2014/10/14, 43, 28, 19, 7, 
2014/10/15, 32, 20, 20, 7, 1
2014/10/16, 40, 13, 18, 7, 
2014/10/17, 27, 12, 27, 7, 
2014/10/18, 34, 10, 23, 11, 
2014/10/19, 30, 26, 22, 25, 1
2014/10/20, 56, 44, 21, 31, 
2014/10/21, 74, 48, 13, 35, 1
2014/10/22, 81, 30, 25, 23, 
2014/10/23, 60, 28, 15, 27, 1
2014/10/24, 62, 27, 23, 23, 1
2014/10/25, 58, 31, 31, 20, 1
2014/10/26, 70, 33, 12, 33, 1
2014/10/27, 70, 36, 19, 18, 1
2014/10/28, 76, 27, 20, 22, 1
2014/10/29, 57, 28, 22, 30, 2
2014/10/30, 66, 36, 21, 20, 
2014/10/31, 73, 32, 20, 10, 
2014/11/1, 67, , 4, 37, 1
2014/11/2, 31, , 25, 13, 
2014/11/4, 32, 10, 9, 29, 1
2014/11/5, 39, 18, 21, 18, 1
2014/11/6, 54, , 22, 21, 1
2014/11/10, 56, 5, 22, 25, 1
2014/11/11, 14, 11, 20, 15, 
2014/11/12, 33, 11, 19, 19, 7
2014/11/13, 31, 12, 19, 22, 
2014/11/14, 19, 11, 23, 17, 
2014/11/15, 32, 16, 18, 22, 
2014/11/16, 49, 20, 12, 33, 2
2014/11/17, 59, 24, 17, 15, 
2014/11/18, 78, 8, 14, 16, 
2014/11/22, 62, 13, 29, 10, 
2014/11/23, 35, 40, 13, 14, 
2014/11/24, 67, , , , 
2014/11/28, 30, 7, 28, , 1
2014/11/29, 19, 13, 20, , 
2014/11/30, 36, 17, 30, , 
2014/12/1, 50, 16, 20, 15, 
2014/12/2, 37, 16, , 22, 1
2014/12/4, 16, 13, 14, 32, 1
2014/12/5, 32, 19, 20, 14, 1
2014/12/6, 56, 15, 22, 9, 1
2014/12/7, 49, 10, 23, 10, 
2014/12/8, 20, 10, 24, 14, 1
2014/12/9, 23, 18, 13, 21, 
2014/12/10, 55, 19, 5, 32, 1
2014/12/11, 55, 21, 8, 20, 1
2014/12/12, 61, 8, 23, 19, 
2014/12/13, 19, 5, 23, 8, 1
2014/12/14, 11, 12, 24, 11, 
2014/12/15, 22, 7, 24, 9, 1
2014/12/16, 11, 7, 22, 15, 
2014/12/17, 13, 9, 24, 11, 
2014/12/18, 24, 12, 13, 15, 1
2014/12/19, 55, 15, 7, 16, 1
2014/12/20, 53, 29, 11, 14, 
2014/12/21, 79, 13, 9, 30, 2
2014/12/22, 25, 24, 9, 18, 
2014/12/26, 57, 9, 23, 10, 
2014/7/1, 42, , , , 
2014/7/7, 28, 10, 27, 5, 
2014/7/8, 40, 12, 43, 9, 1
2014/7/9, 35, 18, 44, 10, 
2014/7/10, 42, 18, 48, 10, 
2014/7/11, 35, 14, 32, 5, 
2014/7/12, 46, 17, 26, 3, 
2014/7/13, 59, 10, 29, 7, 
2014/7/14, 34, 14, 32, 8, 1
2014/7/15, 48, 15, 31, 15, 1
2014/7/16, 40, 18, 31, 7, 
2014/7/17, 47, 10, 19, 6, 1
2014/7/18, 32, 13, 26, 5, 
2014/7/19, 27, 14, 25, 3, 1
2014/7/20, 34, 9, 34, 7, 1
2014/7/21, 34, 15, 33, 8, 
2014/7/22, 32, 20, 30, 5, 
2014/7/23, 51, 16, 37, 5, 
2014/7/24, 47, 22, 43, 7, 1
2014/7/25, 56, 24, 54, 7, 1
2014/7/26, 70, 28, 49, 7, 
2014/7/27, 75, 20, 46, 10, 
2014/7/28, 67, 18, 37, 9, 
2014/7/29, 48, 23, 40, 10, 
2014/7/30, 58, 27, 41, 7, 1
2014/7/31, 60, 13, 32, 6, 
2014/8/1, 38, 12, 18, 6, 
2014/8/2, 32, 15, 31, 3, 1
2014/8/3, 27, 12, 30, 5, 
2014/8/4, 21, 10, 26, 5, 1
2014/8/5, 35, 9, 20, 4, 1
2014/8/6, 33, 10, 16, 4, 1
2014/8/7, 40, 9, 15, 5, 
2014/8/8, 28, 14, 25, 4, 
2014/8/9, 22, 10, 27, 4, 
2014/8/10, 23, 8, 31, 5, 1
2014/8/11, 31, 11, 20, 4, 1
2014/8/12, 38, 10, 31, 4, 1
2014/8/13, 24, 16, 32, 5, 1
2014/8/14, 24, 13, 35, 3, 
2014/8/15, 36, 17, 46, 5, 
2014/8/16, 50, 20, 39, 6, 
2014/8/17, 53, 20, 35, 7, 
2014/8/18, 55, 22, 38, 7, 1
2014/8/19, 50, 23, 32, 9, 
2014/8/22, 42, 11, 39, 5, 
2014/8/23, 29, 11, 37, 5, 1
2014/8/24, 157, 6, 28, 8, 
2014/8/25, 27, 14, 13, 4, 1
2014/8/26, 30, 16, 20, 5, 
2014/8/27, 45, 12, 26, 5, 1
2014/8/28, 27, 14, 29, 5, 
2014/8/29, 21, 12, 39, 5, 
2014/8/30, 36, 26, 42, 9, 
2014/8/31, 48, 28, 43, 19, 1
2014/9/1, 52, 21, 31, 13, 1
2014/9/2, 52, 26, 21, 12, 
2014/9/3, 50, 12, 24, 10, 1
2014/9/4, 32, 15, 21, 12, 1
2014/9/5, 38, 27, 23, 6, 1
2014/9/6, 140, 13, 31, 4, 1
2014/9/7, 173, 13, 23, 10, 1
2014/9/9, 51, 21, 19, 13, 2
2014/9/10, 48, 19, 22, 7, 3
2014/9/11, 46, 18, 22, 10, 2
2014/9/12, 43, 18, 28, 7, 3
2014/9/13, 149, 11, 28, 5, 1
2014/9/14, 172, 27, 19, 9, 1
2014/9/16, 116, 10, 25, 8, 
2014/9/17, 29, 14, 29, 8, 
2014/9/18, 35, 13, 31, 11, 
2014/9/19, 35, 15, 30, 7, 
2014/9/20, 49, 20, 28, 8, 
2014/9/21, 50, 19, 16, 22, 
2014/9/22, 44, 19, 30, 13, 1
2014/9/23, 50, 19, 32, 10, 1
2014/9/24, 58, 24, 32, 14, 1
2014/9/25, 57, 19, 32, 16, 
2014/9/26, 60, 20, 32, 8, 
2014/9/27, 55, 12, 34, 8, 1
2014/9/28, 39, 21, 30, 9, 
2014/9/29, 55, 7, 34, 11, 1
2014/9/30, 30, 19, 37, 16, 
2014/4/1, 32, 10, 27, 14, 
2014/4/2, 32, 8, 31, 15, 1
2014/4/3, 36, 18, 31, 9, 1
2014/4/4, 44, 18, 16, 15, 
2014/4/5, 43, 19, 23, 13, 1
2014/4/6, 57, 11, 16, 14, 
2014/4/7, 42, 10, 22, 13, 1
2014/4/8, 37, 17, 21, 19, 1
2014/4/9, 51, 27, 25, 16, 1
2014/4/10, 58, 18, 30, 11, 107
2014/4/11, 56, 30, 29, 12, 
2014/4/12, 65, 21, 21, 10, 
2014/4/13, 64, 23, 15, 22, 
2014/4/14, 56, 30, 32, 11, 
2014/4/15, 75, 40, 27, 16, 1
2014/4/16, 74, 26, 25, 13, 
2014/4/17, 68, 19, 31, 4, 1
2014/4/18, 57, 8, 28, 6, 
2014/4/19, 34, 9, 24, 7, 1
2014/4/20, 29, 10, 26, 9, 1
2014/4/21, 27, 12, 25, 8, 
2014/4/22, 19, 10, 34, 11, 
2014/4/23, 27, 14, 33, 13, 1
2014/4/24, 46, 18, 35, 10, 
2014/4/25, 25, 58, 20, 6, 1
2014/4/26, 36, 13, 33, 4, 
2014/4/27, 22, , 21, 7, 
2014/4/28, 23, 10, 26, 7, 
2014/4/29, 32, 12, 20, 8, 1
2014/4/30, 46, 6, 32, 4, 
2014/5/1, 23, , 38, 13, 
2014/5/2, 37, 73, 39, 7, 
2014/5/3, 32, , 47, 6, 
2014/5/4, 37, 18, 37, 16, 1
2014/5/5, 30, , 28, 9, 
2014/5/6, 50, 15, 29, 7, 
2014/5/7, 34, 18, 30, 7, 1
2014/5/8, 31, 10, 22, 6, 
2014/5/9, 25, , , , 
2014/5/12, 42, 20, 23, 11, 1
2014/5/13, 25, 29, 29, 9, 1
2014/5/14, 58, 37, 33, 9, 
2014/5/15, 57, 25, , 17, 
2014/5/17, 174, 27, , 7, 1
2014/5/20, 26, 9, 34, 11, 
2014/5/21, 30, 13, 37, 9, 
2014/5/22, 18, 12, 45, 10, 
2014/5/23, 25, 17, 48, 6, 1
2014/5/24, 43, 10, 45, 4, 
2014/5/25, 42, 13, 46, 8, 
2014/5/28, 33, 10, 13, 6, 1
2014/5/30, 21, 12, 38, 4, 1
2014/5/31, 49, 8, 35, 4, 
2014/6/1, 25, 15, 35, 8, 1
2014/6/2, 54, 10, 30, 5, 
2014/6/3, 27, 8, 34, 6, 1
2014/6/4, 36, 8, 22, 9, 1
2014/6/5, 30, 9, 23, 9, 
2014/6/6, 30, 12, 33, 3, 
2014/6/7, 35, 17, 30, 3, 
2014/6/8, 37, 12, 27, 9, 
2014/6/9, 53, , , , 
2014/6/11, 40, 16, 52, 12, 
2014/6/12, 34, 21, 50, 11, 1
2014/6/13, 63, 21, 48, 10, 
2014/6/14, 59, 19, 50, 6, 1
2014/6/15, 48, 18, 44, 14, 
2014/6/16, 48, 33, 40, 9, 
2014/6/17, 75, 21, 38, 7, 
2014/6/18, 61, 16, 28, 10, 
2014/6/19, 55, 9, 28, 5, 
2014/6/20, 27, , 33, 3, 
2014/6/22, 42, 10, 25, 14, 
2014/6/23, 36, 13, 43, 7, 
2014/6/24, 51, 25, 34, 7, 
2014/6/25, 49, 12, 31, 5, 
2014/6/26, 40, 11, 28, 6, 
2014/6/27, 38, 12, 27, 5, 
2014/6/28, 33, 11, 29, 3, 
2014/6/29, 27, 10, 26, 5, 
2014/1/31, 22, 16, 28, 10, 3
2014/2/1, 30, 21, 26, 11, 3
2014/2/2, 43, 17, 26, 12, 4
2014/2/3, 44, 18, 30, 8, 3
2014/2/4, 36, 26, 25, 17, 4
2014/2/5, 54, 23, 25, 10, 3
2014/2/6, 45, 24, 27, 10, 2
2014/2/7, 44, 21, 28, 14, 3
2014/2/8, 39, 34, 30, 3, 1
2014/2/9, 54, 27, 27, 20, 3
2014/2/10, 38, 15, 25, 20, 3
2014/2/11, 33, 28, 11, 18, 2
2014/2/12, 64, 12, 16, 11, 
2014/2/13, 34, 15, 16, 5, 
2014/2/14, 21, 13, 25, 11, 2
2014/2/15, 32, 10, 29, 15, 3
2014/2/16, 36, 26, 22, 19, 4
2014/2/17, 63, 20, 26, 12, 3
2014/2/18, 43, 22, 21, 17, 3
2014/2/19, 34, 10, 17, 17, 1
2014/2/20, 31, 19, 26, 23, 3
2014/2/21, 35, 26, 25, 21, 3
2014/2/22, 50, 22, 35, 4, 1
2014/2/23, 60, 14, 26, 18, 2
2014/2/24, 36, 20, 25, 20, 3
2014/2/25, 44, 29, 25, 21, 1
2014/2/26, 60, 24, 19, 17, 
2014/2/27, 51, 8, 26, 11, 1
2014/2/28, 25, 9, 23, 5, 
2014/3/1, 30, 7, 23, 4, 
2014/3/2, 38, 18, 29, 8, 
2014/3/3, 56, 22, 26, 8, 1
2014/3/4, 46, 10, 27, 8, 
2014/3/5, 27, 19, 20, 16, 
2014/3/6, 50, 25, 25, 22, 
2014/3/7, 62, 20, 30, 12, 
2014/3/8, 56, 15, 27, 7, 1
2014/3/9, 53, 19, 25, 22, 
2014/3/10, 31, , 9, 29, 
2014/3/12, 63, 30, 31, 18, 
2014/3/13, 71, 25, 27, 14, 
2014/3/14, 65, 27, 33, 14, 
2014/3/15, 70, 37, 36, 13, 
2014/3/16, 81, 32, 29, 19, 
2014/3/17, 76, 23, 33, 11, 
2014/3/18, 55, 24, 20, 20, 1
2014/3/19, 51, 37, 28, 14, 
2014/3/20, 76, 21, 22, 16, 1
2014/3/21, 48, 10, 30, 6, 
2014/3/22, 30, 11, 32, 8, 
2014/3/23, 33, 20, 29, 12, 1
2014/3/24, 55, 27, 30, 9, 
2014/3/25, 50, 19, 31, 9, 
2014/3/26, 43, 15, 26, 16, 
2014/3/27, 37, 5, 28, 19, 
2014/3/28, 31, 14, 31, 12, 
2014/3/29, 44, 16, 32, 6, 
2014/3/30, 41, 20, 27, 10, 
2014/3/31, 35, 11, 29, 11, 1
2025/12/31, , 24, 24, 3, 2
2025/12/1, , 14, 30, 13, 1
2025/8/25, , 15, 26, 3, 
2025/4/1, , 11, 36, 4, 
2025/5/16, , 15, 37, 7, 
2025/1/21, , 22, 32, 5, 1
2025/1/23, , 14, 28, 7, 1
2025/1/28, , 18, 33, 13, 
2025/2/11, , 15, 31, 6, 1
2025/3/28, , 15, 35, 9, 
2025/3/30, , 10, 17, 18, 
2024/10/2, , 9, 19, 8, 1
2024/10/16, , 7, 27, 14, 1
2024/7/4, , 16, 35, 9, 4
2024/7/10, , 4, 17, 3, 2
2024/7/12, , 9, 38, 3, 3
2024/7/14, , 9, 30, 3, 3
2024/7/17, , 12, 39, 8, 2
2024/7/22, , 17, 62, 16, 
2024/7/29, , 22, 42, 9, 
2024/8/5, , 9, 17, 2, 
2024/8/18, , 5, 22, 2, 
2024/8/23, , 8, 34, 2, 
